"","accession","proteinId","Description","logFC","logCPM","PValue","DE_origin","de_dir","K_no","A","B","C","D","E","FF","G","H"
"367","OEU15709.1","159706","Ribokinase-like protein, partial ",-0.556493463807321,10.7113174250043,0.0276627369851174,"int",-1,"K00852","Metabolism","Carbohydrate metabolism","Pentose phosphate pathway [PATH:ko00030]","","","","",""
"368","OEU22459.1","205285","chloroplast ferredoxin dependent NADH oxireductase ",-0.644341897465737,13.0718498619369,0.0277376568406322,"int",-1,"K02641","Metabolism","Energy metabolism","Photosynthesis [PATH:ko00195]","","","","",""
"369","OEU22459.1","205285","chloroplast ferredoxin dependent NADH oxireductase ",-0.644341897465737,13.0718498619369,0.0277376568406322,"int",-1,"K02641","Metabolism","Energy metabolism","Photosynthesis proteins [BR:ko00194]","Photosystem and electron transport system","Photosynthetic electron transport","","",""
"370","OEU13382.1","170947","hypothetical protein FRACYDRAFT_170947, partial ",-0.497824225240549,11.0137681146592,0.0277410719917226,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"371","OEU14218.1","261913","hypothetical protein FRACYDRAFT_261913 ",-0.794245714612956,9.74331289950889,0.0282882800578375,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"372","OEU15063.1","275536","hypothetical protein FRACYDRAFT_275536 ",1.19603143232511,9.15253185280326,0.0286192547121171,"int",1,"K11275","Genetic Information Processing","Replication and repair","Chromosome and associated proteins [BR:ko03036]","Eukaryotic Type","Nucleosome assembly factors","Histones","",""
"373","1783488216",NA,"hypothetical protein (chloroplast) [Fragilariopsis cylindrus]",0.989423545714876,9.01829841766225,0.0287046888034909,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"374","OEU14547.1","141982","NAD(P)-binding protein, partial ",1.20776279071891,9.08712577382053,0.029180718514944,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"375","OEU14125.1","189149","hypothetical protein FRACYDRAFT_189149 ",-0.90025250918914,9.34935303144521,0.0292014917985719,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"376","OEU18685.1","168304","HAD-superfamily hydrolase ",-1.06032224380047,10.9828631403829,0.0292403726063676,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"377","OEU10673.1","211685","Phosphoadenosine phosphosulfate reductase ",-0.905310290774135,9.39716012861031,0.0293004742194754,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"378","OEU09587.1","212269","RecF/RecN/SMC protein ",-1.06931508956053,9.55939207367004,0.0298939815582008,"int",-1,"K06636","Cellular Processes","Cell growth and death","Cell cycle [PATH:ko04110]","","","","",""
"379","OEU09587.1","212269","RecF/RecN/SMC protein ",-1.06931508956053,9.55939207367004,0.0298939815582008,"int",-1,"K06636","Cellular Processes","Cell growth and death","Cell cycle - yeast [PATH:ko04111]","","","","",""
"380","OEU09587.1","212269","RecF/RecN/SMC protein ",-1.06931508956053,9.55939207367004,0.0298939815582008,"int",-1,"K06636","Cellular Processes","Cell growth and death","Meiosis - yeast [PATH:ko04113]","","","","",""
"381","OEU09587.1","212269","RecF/RecN/SMC protein ",-1.06931508956053,9.55939207367004,0.0298939815582008,"int",-1,"K06636","Cellular Processes","Cell growth and death","Oocyte meiosis [PATH:ko04114]","","","","",""
"382","OEU09587.1","212269","RecF/RecN/SMC protein ",-1.06931508956053,9.55939207367004,0.0298939815582008,"int",-1,"K06636","Genetic Information Processing","Replication and repair","Chromosome and associated proteins [BR:ko03036]","Eukaryotic Type","Sister chromatid cohesion proteins","Cohesin complex","",""
"383","OEU09587.1","212269","RecF/RecN/SMC protein ",-1.06931508956053,9.55939207367004,0.0298939815582008,"int",-1,"K06636","Genetic Information Processing","Replication and repair","Chromosome and associated proteins [BR:ko03036]","Eukaryotic Type","Meiosis-specific sister chromatid cohesion proteins","Cohesin complex","",""
"384","OEU14009.1","262468","hypothetical protein FRACYDRAFT_262468 ",1.29299448501937,8.4715328066048,0.0299877178602095,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"385","OEU16586.1","185298","protein serine/threonine phosphatase 2C ",1.01137459500189,8.82778418037296,0.0305126570077918,"int",1,"K04461","Environmental Information Processing","Signal transduction","MAPK signaling pathway [PATH:ko04010]","","","","",""
"386","OEU16586.1","185298","protein serine/threonine phosphatase 2C ",1.01137459500189,8.82778418037296,0.0305126570077918,"int",1,"K04461","Environmental Information Processing","Signal transduction","MAPK signaling pathway - fly [PATH:ko04013]","","","","",""
"387","OEU16586.1","185298","protein serine/threonine phosphatase 2C ",1.01137459500189,8.82778418037296,0.0305126570077918,"int",1,"K04461","Metabolism","Enzyme families","Protein phosphatase and associated proteins [BR:ko01009]","Protein Ser/ Thr phosphatases","Mg2+- or Mn2+- dependent protein phosphatases (PPMs)","PPM1 phosphatases (PP2C)","",""
"388","OEU08001.1","250221","hypothetical protein FRACYDRAFT_250221 ",-0.839491983951329,10.5565134544091,0.0308606521412789,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"389","OEU09192.1","228971","pyruvate kinase ",-0.740836581915767,10.023014291818,0.0310910407942026,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"390","OEU09561.1","271383","RPB5 subunit of DNA-directed RNA polymerase ",-0.570414892258392,10.5816644167324,0.0318592505982879,"int",-1,"K03013","Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","","","","",""
"391","OEU09561.1","271383","RPB5 subunit of DNA-directed RNA polymerase ",-0.570414892258392,10.5816644167324,0.0318592505982879,"int",-1,"K03013","Metabolism","Nucleotide metabolism","Pyrimidine metabolism [PATH:ko00240]","","","","",""
"392","OEU09561.1","271383","RPB5 subunit of DNA-directed RNA polymerase ",-0.570414892258392,10.5816644167324,0.0318592505982879,"int",-1,"K03013","Genetic Information Processing","Transcription","RNA polymerase [PATH:ko03020]","","","","",""
"393","OEU09561.1","271383","RPB5 subunit of DNA-directed RNA polymerase ",-0.570414892258392,10.5816644167324,0.0318592505982879,"int",-1,"K03013","Genetic Information Processing","Transcription","Transcription machinery [BR:ko03021]","Eukaryotic type","RNA polymerase II system","RNA polymerase II","Pol I, II, III common subunits",""
"394","OEU09561.1","271383","RPB5 subunit of DNA-directed RNA polymerase ",-0.570414892258392,10.5816644167324,0.0318592505982879,"int",-1,"K03013","Genetic Information Processing","Transcription","Transcription machinery [BR:ko03021]","Eukaryotic type","RNA polymerase III system","RNA polymerase III","Pol I, II, III common subunits",""
"395","OEU09561.1","271383","RPB5 subunit of DNA-directed RNA polymerase ",-0.570414892258392,10.5816644167324,0.0318592505982879,"int",-1,"K03013","Genetic Information Processing","Transcription","Transcription machinery [BR:ko03021]","Eukaryotic type","RNA polymerase I system","RNA polymerase I","Pol I, II, III common subunits",""
"396","OEU09561.1","271383","RPB5 subunit of DNA-directed RNA polymerase ",-0.570414892258392,10.5816644167324,0.0318592505982879,"int",-1,"K03013","Genetic Information Processing","Replication and repair","DNA repair and recombination proteins [BR:ko03400]","Eukaryotic Type","SSBR (single strand breaks repair)","NER (nucleotide excision repair)","TCR (transcription coupled repair) factors","DNA-directed RNA polymerase II complex"
"397","OEU17018.1","225934","valyl-tRNA synthetase ",-0.851163346842083,10.3540235104658,0.0319169148158578,"int",-1,"K01873","Genetic Information Processing","Translation","Aminoacyl-tRNA biosynthesis [PATH:ko00970]","","","","",""
"398","OEU17018.1","225934","valyl-tRNA synthetase ",-0.851163346842083,10.3540235104658,0.0319169148158578,"int",-1,"K01873","Metabolism","Amino acid metabolism","Amino acid related enzymes [BR:ko01007]","Aminoacyl-tRNA synthetase","Class I (U)","","",""
"399","OEU17018.1","225934","valyl-tRNA synthetase ",-0.851163346842083,10.3540235104658,0.0319169148158578,"int",-1,"K01873","Genetic Information Processing","Translation","Transfer RNA biogenesis [BR:ko03016]","C<b>Eukaryotic Type</b>","Aminoacyl-tRNA synthetases (AARSs)","Other AARSs","",""
"400","OEU18358.1","260352","hypothetical protein FRACYDRAFT_260352 ",0.856499189532258,10.9800286894104,0.0320135217236781,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"401","OEU14082.1","210096","hypothetical protein FRACYDRAFT_210096 ",0.751339152807747,9.56775504787142,0.0329848762868402,"int",1,"K09560","Genetic Information Processing","Folding, sorting and degradation","Chaperones and folding catalysts [BR:ko03110]","Other chaperones and cochaperones","Others","","",""
"402","OEU17081.1","208164","ferredoxin NADP reductase ",-0.539428041592461,10.707340369917,0.0329954514287614,"int",-1,"K02641","Metabolism","Energy metabolism","Photosynthesis [PATH:ko00195]","","","","",""
"403","OEU17081.1","208164","ferredoxin NADP reductase ",-0.539428041592461,10.707340369917,0.0329954514287614,"int",-1,"K02641","Metabolism","Energy metabolism","Photosynthesis proteins [BR:ko00194]","Photosystem and electron transport system","Photosynthetic electron transport","","",""
"404","OEU18328.1","206890","Peptidase_M16-domain-containing protein ",-0.690432374178021,11.0228217202192,0.0334176928763924,"int",-1,"K01408","Metabolism","Enzyme families","Peptidases [BR:ko01002]","Metallo Peptidases","Family M16: pitrilysin family","","",""
"405","OEU16122.1","208027","RecF/RecN/SMC protein ",-0.933332405437888,9.75309892225046,0.033570835696371,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"406","OEU16565.1","239160","hypothetical protein FRACYDRAFT_239160 ",-0.960548144800286,9.3648872888404,0.0340712561701117,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"407","OEU17546.1","275128","proteasome subunit alpha ",1.34911675537276,10.4992337493709,0.0341056435307774,"int",1,"K02729","Genetic Information Processing","Folding, sorting and degradation","Proteasome [PATH:ko03050]","","","","",""
"408","OEU17546.1","275128","proteasome subunit alpha ",1.34911675537276,10.4992337493709,0.0341056435307774,"int",1,"K02729","Metabolism","Enzyme families","Peptidases [BR:ko01002]","Threonine Peptidases","Family T1: proteasome family","","",""
"409","OEU17546.1","275128","proteasome subunit alpha ",1.34911675537276,10.4992337493709,0.0341056435307774,"int",1,"K02729","Genetic Information Processing","Folding, sorting and degradation","Proteasome [BR:ko03051]","Eukaryotic proteasome","Core particles (20S proteasome)","alpha type subunits","",""
"410","OEU22012.1","258886","hypothetical protein FRACYDRAFT_258886 ",-1.13084451445037,8.94516530428788,0.0343512684612065,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"411","OEU21377.1","259880","hypothetical protein FRACYDRAFT_259880 ",1.17339526209761,9.0440242136994,0.0347521842257557,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"412","OEU07692.1","271909","hypothetical protein FRACYDRAFT_271909 ",1.16304300128624,9.7953736642112,0.0356554622796161,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"413","OEU22606.1","267338","S1-domain-containing protein ",-0.816999377660334,9.78935497058554,0.0358649464675581,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"414","OEU08045.1","271833","hypothetical protein FRACYDRAFT_271833 ",0.418169750883677,11.3046490053251,0.0369033561186383,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"415","OEU15101.1","208673","phosphoglycerate kinase precursor ",-0.853530174842804,9.53741102871144,0.0370273395957661,"int",-1,"K00927","Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","","","","",""
"416","OEU15101.1","208673","phosphoglycerate kinase precursor ",-0.853530174842804,9.53741102871144,0.0370273395957661,"int",-1,"K00927","Metabolism","Energy metabolism","Carbon fixation in photosynthetic organisms [PATH:ko00710]","","","","",""
"417","OEU15101.1","208673","phosphoglycerate kinase precursor ",-0.853530174842804,9.53741102871144,0.0370273395957661,"int",-1,"K00927","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Proteins found in most exosomes","","",""
"418","OEU13681.1","161225","vacuolar ATP synthase subunit D 1, partial ",1.20484442109753,8.39027983128052,0.037631622718082,"int",1,"K02149","Metabolism","Energy metabolism","Oxidative phosphorylation [PATH:ko00190]","","","","",""
"419","OEU13681.1","161225","vacuolar ATP synthase subunit D 1, partial ",1.20484442109753,8.39027983128052,0.037631622718082,"int",1,"K02149","Environmental Information Processing","Signal transduction","mTOR signaling pathway [PATH:ko04150]","","","","",""
"420","OEU13681.1","161225","vacuolar ATP synthase subunit D 1, partial ",1.20484442109753,8.39027983128052,0.037631622718082,"int",1,"K02149","Cellular Processes","Transport and catabolism","Phagosome [PATH:ko04145]","","","","",""
"421","OEU19363.1","268006","hypothetical protein FRACYDRAFT_268006 ",-0.800573797923219,10.1295462105444,0.0376963151711607,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"422","OEU13365.1","269789","hypothetical protein FRACYDRAFT_269789 ",1.35730271186838,8.14475343382822,0.0380969841550249,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"423","OEU15722.1","269467","ARM repeat-containing protein ",1.26798526375043,8.29868174506864,0.0389950545771905,"int",1,"K02144","Metabolism","Energy metabolism","Oxidative phosphorylation [PATH:ko00190]","","","","",""
"424","OEU15722.1","269467","ARM repeat-containing protein ",1.26798526375043,8.29868174506864,0.0389950545771905,"int",1,"K02144","Environmental Information Processing","Signal transduction","mTOR signaling pathway [PATH:ko04150]","","","","",""
"425","OEU15722.1","269467","ARM repeat-containing protein ",1.26798526375043,8.29868174506864,0.0389950545771905,"int",1,"K02144","Cellular Processes","Transport and catabolism","Phagosome [PATH:ko04145]","","","","",""
"426","OEU15722.1","269467","ARM repeat-containing protein ",1.26798526375043,8.29868174506864,0.0389950545771905,"int",1,"K02144","Cellular Processes","Transport and catabolism","Lysosome [PATH:ko04142]","","","","",""
"427","OEU16192.1","169281","hypothetical protein FRACYDRAFT_169281 ",-1.0857272119768,9.43716762059552,0.0402584398189721,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"428","OEU19684.1","206558","tRNA-synt_2c-domain-containing protein ",-0.58416969451618,10.1705054092227,0.0404331351272317,"int",-1,"K01872","Genetic Information Processing","Translation","Aminoacyl-tRNA biosynthesis [PATH:ko00970]","","","","",""
"429","OEU19684.1","206558","tRNA-synt_2c-domain-containing protein ",-0.58416969451618,10.1705054092227,0.0404331351272317,"int",-1,"K01872","Metabolism","Amino acid metabolism","Amino acid related enzymes [BR:ko01007]","Aminoacyl-tRNA synthetase","Class II (G/C)","","",""
"430","OEU19684.1","206558","tRNA-synt_2c-domain-containing protein ",-0.58416969451618,10.1705054092227,0.0404331351272317,"int",-1,"K01872","Genetic Information Processing","Translation","Transfer RNA biogenesis [BR:ko03016]","C<b>Eukaryotic Type</b>","Aminoacyl-tRNA synthetases (AARSs)","Other AARSs","",""
"431","OEU07887.1","212991","RecF/RecN/SMC protein ",0.958740535018428,9.78777271382785,0.0404553882642854,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"432","OEU13605.1","269879","hypothetical protein FRACYDRAFT_269879 ",-0.880721370246141,9.86512983624133,0.0410509012049449,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"433","OEU16561.1","269038","large ribosomal subunit L27 ",-0.773099015572352,9.65019789765279,0.0414771527969702,"int",-1,"K02901","Genetic Information Processing","Translation","Ribosome [PATH:ko03010]","","","","",""
"434","OEU16561.1","269038","large ribosomal subunit L27 ",-0.773099015572352,9.65019789765279,0.0414771527969702,"int",-1,"K02901","Genetic Information Processing","Translation","Ribosome [BR:ko03011]","Ribosomal Proteins","Eukaryotes","Large subunit","",""
"435","OEU09468.1","271348","ARM repeat-containing protein ",0.952282860624768,8.80952620444747,0.0418338070805465,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"436","OEU21089.1","206215","fucoxanthin chlorophyll a/c protein ",-0.84085261780374,11.0860707409666,0.0420691545765886,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"437","OEU13453.1","170993","2-oxoacid_dh-domain-containing protein ",0.522358756249641,12.6199485623001,0.0425221259670354,"int",1,"K00627","Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","","","","",""
"438","OEU13453.1","170993","2-oxoacid_dh-domain-containing protein ",0.522358756249641,12.6199485623001,0.0425221259670354,"int",1,"K00627","Metabolism","Carbohydrate metabolism","Citrate cycle (TCA cycle) [PATH:ko00020]","","","","",""
"439","OEU13453.1","170993","2-oxoacid_dh-domain-containing protein ",0.522358756249641,12.6199485623001,0.0425221259670354,"int",1,"K00627","Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","","","","",""
"440","OEU17497.1","268713","ribosomal protein L2 ",-0.966057453220847,9.4858189114353,0.0429072244021582,"int",-1,"K02938","Genetic Information Processing","Translation","Ribosome [PATH:ko03010]","","","","",""
"441","OEU17497.1","268713","ribosomal protein L2 ",-0.966057453220847,9.4858189114353,0.0429072244021582,"int",-1,"K02938","Genetic Information Processing","Translation","Ribosome [BR:ko03011]","Ribosomal Proteins","Eukaryotes","Large subunit","",""
"442","OEU08344.1","264682","carbamyl phosphate synthetase ",-1.53763753191262,9.07687124885182,0.043585040777965,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"443","OEU19211.1","206899","1-deoxy-D-xylulose 5-phosphate synthase ",-1.18422956259684,8.65198034304219,0.0466906223498438,"int",-1,"K01662","Metabolism","Metabolism of cofactors and vitamins","Thiamine metabolism [PATH:ko00730]","","","","",""
"444","OEU19211.1","206899","1-deoxy-D-xylulose 5-phosphate synthase ",-1.18422956259684,8.65198034304219,0.0466906223498438,"int",-1,"K01662","Metabolism","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis [PATH:ko00900]","","","","",""
"445","OEU11855.1","211179","phosphoglycerate mutase ",0.972319319504306,9.25184100699537,0.0474832527147982,"int",1,"K01834","Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","","","","",""
"446","OEU11855.1","211179","phosphoglycerate mutase ",0.972319319504306,9.25184100699537,0.0474832527147982,"int",1,"K01834","Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","","","","",""
"447","OEU11855.1","211179","phosphoglycerate mutase ",0.972319319504306,9.25184100699537,0.0474832527147982,"int",1,"K01834","Metabolism","Amino acid metabolism","Glycine, serine and threonine metabolism [PATH:ko00260]","","","","",""
"448","OEU11855.1","211179","phosphoglycerate mutase ",0.972319319504306,9.25184100699537,0.0474832527147982,"int",1,"K01834","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Exosomal proteins of bladder cancer cells","","",""
"449","OEU11855.1","211179","phosphoglycerate mutase ",0.972319319504306,9.25184100699537,0.0474832527147982,"int",1,"K01834","Cellular Processes","Transport and catabolism","Exosome [BR:ko04147]","Exosomal proteins","Exosomal proteins of melanoma cells","","",""
"450","OEU17951.1","238382","hypothetical protein FRACYDRAFT_238382 ",1.09028761284105,8.5895044361413,0.0484220738482641,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"451","OEU21292.1","259855","hypothetical protein FRACYDRAFT_259855 ",2.11559096679946,10.5476282335825,0.049020478780492,"int",1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"452","OEU15228.1","226057","aminotransferase, classes I and II superfamily ",-0.775551794099102,9.51513146949077,0.0490700453745093,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"453","OEU10013.1","271172","hypothetical protein FRACYDRAFT_271172, partial ",-0.436020700106312,10.9789426771802,0.0496592932578056,"int",-1,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"454","OEU17572.1","225326","Topoisom_I_N-domain-containing protein ",-0.530332242660771,10.7362151539893,0.0499662828161599,"int",-1,"K03163","Genetic Information Processing","Replication and repair","DNA replication proteins [BR:ko03032]","Eukaryotic Type","DNA Topoisomerases","","",""
